Arquivo,Vg,Vds,Ids
IGBT_VG9_0001.CSV,8.988169000000001,0.34166490000000005,1.5200019999999999
IGBT_VG9_0002.CSV,8.993031343283581,0.20829142786069654,1.5296796019900498
IGBT_VG9_0003.CSV,8.9919975,0.19333312,1.5573314999999996
IGBT_VG9_0004.CSV,8.993528855721392,0.28689850746268664,1.5469288557213932
IGBT_VG9_0006.CSV,9.007658,0.37399885000000005,1.5773325
IGBT_VG9_0007.CSV,9.0123225,0.46400030000000003,1.5320016499999998
IGBT_VG9_0008.CSV,9.0303215,0.56899965,1.6126675
IGBT_VG9_0009.CSV,9.005993499999999,0.6620001499999999,1.8013365
IGBT_VG9_0010.CSV,9.008158,0.7206664,2.1786635
IGBT_VG9_0011.CSV,9.012824,0.7829997,2.790666
IGBT_VG9_0012.CSV,9.008450248756219,0.7873965174129354,2.8995029850746272
IGBT_VG9_0013.CSV,9.006656499999998,0.7406662,2.4113325
IGBT_VG9_0014.CSV,9.0093215,1.0073375,7.614676
IGBT_VG9_0015.CSV,9.004969154228855,1.503150248756219,20.727701492537314
IGBT_VG9_0018.CSV,9.006455223880598,2.0968492537313432,34.50417412935323
IGBT_VG9_0019.CSV,9.002158,2.5146665,39.14677
IGBT_VG9_0020.CSV,9.00413830845771,2.976120895522388,40.585706467661694
IGBT_VG9_0021.CSV,8.9978407960199,3.5094542288557213,41.164850746268655
