"Header Size"           ,15              
"Model Name"            ,"DL850EV       "
"Comment"               ,"                         "
"BlockNumber"           ,1               
"TraceName"             ,"Vgate         ","Vds           ","Id            "
"BlockSize"             ,4004            ,4004            ,4004            
"VUnit"                 ,"V             ","V             ","A             "
"SampleRate"            ,20000000.000000 ,20000000.000000 ,20000000.000000 
"HResolution"           ,5.000000e-08    ,5.000000e-08    ,5.000000e-08    
"HOffset"               ,-6.000000e-05   ,-6.000000e-05   ,-6.000000e-05   
"HUnit"                 ,"s             ","s             ","s             "
"DisplayPointNo."       ,1               ,1               ,1               
"PhaseShift"            ,1               ,1               ,1               
"Date"                  ,"2026/05/14    ","2026/05/14    ","2026/05/14    "
"Time"                  ,"15:39:29.65260320","15:39:29.65260320","15:39:29.65260320"

15:39:29.65254320, 0.0000E+00, 7.7333E-01, 1.6000E+00,
15:39:29.65254325, 1.3333E-02, 7.8667E-01, 1.3333E+00,
15:39:29.65254330, 0.0000E+00, 8.0000E-01, 1.4667E+00,
15:39:29.65254335, 3.3333E-02, 7.8667E-01, 1.3333E+00,
15:39:29.65254340, 2.0000E-02, 8.0000E-01, 1.3333E+00,
15:39:29.65254345, 2.0000E-02, 7.8667E-01, 1.4667E+00,
15:39:29.65254350,-6.6667E-03, 8.2667E-01, 1.3333E+00,
15:39:29.65254355,-2.0000E-02, 8.0000E-01, 9.3333E-01,
15:39:29.65254360, 0.0000E+00, 7.8667E-01, 1.0667E+00,
15:39:29.65254365,-2.0000E-02, 8.0000E-01, 1.2000E+00,
15:39:29.65254370,-1.3333E-02, 8.0000E-01, 1.3333E+00,
15:39:29.65254375,-6.6667E-03, 7.7333E-01, 1.7333E+00,
15:39:29.65254380,-6.6667E-03, 8.0000E-01, 1.4667E+00,
15:39:29.65254385, 1.3333E-02, 7.7333E-01, 1.4667E+00,
15:39:29.65254390, 0.0000E+00, 7.8667E-01, 1.2000E+00,
15:39:29.65254395, 1.3333E-02, 7.8667E-01, 1.4667E+00,
15:39:29.65254400, 6.6667E-03, 8.5333E-01, 1.4667E+00,
15:39:29.65254405,-6.6667E-03, 7.8667E-01, 1.6000E+00,
15:39:29.65254410,-2.6667E-02, 8.0000E-01, 1.3333E+00,
15:39:29.65254415,-6.6667E-03, 8.0000E-01, 1.7333E+00,
15:39:29.65254420, 0.0000E+00, 8.2667E-01, 1.7333E+00,
15:39:29.65254425, 0.0000E+00, 8.1333E-01, 1.4667E+00,
15:39:29.65254430, 2.0000E-02, 8.0000E-01, 1.4667E+00,
15:39:29.65254435, 2.6667E-02, 8.0000E-01, 1.4667E+00,
15:39:29.65254440, 1.3333E-02, 8.0000E-01, 1.6000E+00,
15:39:29.65254445, 6.6667E-03, 8.1333E-01, 1.2000E+00,
15:39:29.65254450,-1.3333E-02, 8.2667E-01, 1.3333E+00,
15:39:29.65254455,-1.3333E-02, 7.8667E-01, 1.3333E+00,
15:39:29.65254460, 6.6667E-03, 7.6000E-01, 1.7333E+00,
15:39:29.65254465, 0.0000E+00, 8.0000E-01, 1.4667E+00,
15:39:29.65254470, 0.0000E+00, 8.1333E-01, 1.3333E+00,
15:39:29.65254475, 6.6667E-03, 7.8667E-01, 1.6000E+00,
15:39:29.65254480, 2.6667E-02, 8.1333E-01, 1.4667E+00,
15:39:29.65254485, 1.3333E-02, 8.0000E-01, 1.4667E+00,
15:39:29.65254490, 1.3333E-02, 7.7333E-01, 1.3333E+00,
15:39:29.65254495, 0.0000E+00, 8.0000E-01, 1.6000E+00,
15:39:29.65254500,-6.6667E-03, 7.8667E-01, 1.4667E+00,
15:39:29.65254505,-2.0000E-02, 8.1333E-01, 1.3333E+00,
15:39:29.65254510,-1.3333E-02, 7.7333E-01, 1.6000E+00,
15:39:29.65254515, 2.0000E-02, 7.8667E-01, 1.6000E+00,
15:39:29.65254520,-6.6667E-03, 7.8667E-01, 1.4667E+00,
15:39:29.65254525, 0.0000E+00, 8.1333E-01, 1.6000E+00,
15:39:29.65254530, 2.0000E-02, 7.6000E-01, 1.3333E+00,
15:39:29.65254535, 0.0000E+00, 8.1333E-01, 1.0667E+00,
15:39:29.65254540,-6.6667E-03, 7.8667E-01, 1.2000E+00,
15:39:29.65254545, 0.0000E+00, 8.0000E-01, 1.6000E+00,
15:39:29.65254550,-6.6667E-03, 7.7333E-01, 1.3333E+00,
15:39:29.65254555, 1.3333E-02, 8.2667E-01, 1.4667E+00,
15:39:29.65254560,-1.3333E-02, 7.8667E-01, 1.3333E+00,
15:39:29.65254565,-6.6667E-03, 7.7333E-01, 1.4667E+00,
15:39:29.65254570, 0.0000E+00, 8.0000E-01, 1.4667E+00,
15:39:29.65254575, 2.6667E-02, 8.1333E-01, 1.7333E+00,
15:39:29.65254580, 0.0000E+00, 8.1333E-01, 1.2000E+00,
15:39:29.65254585, 1.3333E-02, 8.1333E-01, 1.4667E+00,
15:39:29.65254590, 1.3333E-02, 7.8667E-01, 1.6000E+00,
15:39:29.65254595, 6.6667E-03, 8.0000E-01, 1.0667E+00,
15:39:29.65254600,-6.6667E-03, 8.1333E-01, 1.0667E+00,
15:39:29.65254605, 0.0000E+00, 8.0000E-01, 1.3333E+00,
15:39:29.65254610, 1.3333E-02, 8.0000E-01, 1.2000E+00,
15:39:29.65254615, 2.6667E-02, 8.1333E-01, 1.3333E+00,
15:39:29.65254620, 6.6667E-03, 8.0000E-01, 1.6000E+00,
15:39:29.65254625, 6.6667E-03, 7.8667E-01, 1.4667E+00,
15:39:29.65254630, 1.3333E-02, 8.2667E-01, 1.3333E+00,
15:39:29.65254635, 6.6667E-03, 8.0000E-01, 1.2000E+00,
15:39:29.65254640, 1.3333E-02, 8.1333E-01, 1.2000E+00,
15:39:29.65254645, 6.6667E-03, 8.1333E-01, 1.4667E+00,
15:39:29.65254650,-6.6667E-03, 8.0000E-01, 1.3333E+00,
15:39:29.65254655, 0.0000E+00, 7.7333E-01, 1.6000E+00,
