Vds,Ids (Vg=5.0V)
-0.018999955,1.40732895
0.129332505,23.794
0.268665905,45.80539
0.38033225,65.03537
0.55066665,81.13201
0.7549996999999999,92.013305
0.9469324875621892,96.85105472636816
1.514423880597015,104.30567164179104
2.1229985,108.4308
