"Header Size"           ,15              
"Model Name"            ,"DL850EV       "
"Comment"               ,"                         "
"BlockNumber"           ,1               
"TraceName"             ,"Ids           ","Vds           "
"BlockSize"             ,4004            ,4004            
"VUnit"                 ,"A             ","V             "
"SampleRate"            ,20000.000000    ,20000.000000    
"HResolution"           ,5.000000e-05    ,5.000000e-05    
"HOffset"               ,-6.000000e-02   ,-6.000000e-02   
"HUnit"                 ,"s             ","s             "
"DisplayPointNo."       ,1               ,1               
"PhaseShift"            ,1               ,1               
"Date"                  ,"2026/03/06    ","2026/03/06    "
"Time"                  ,"17:45:33.03527015","17:45:33.03527015"

17:45:32.97527015, 2.3333E+00,-1.3333E-03,
17:45:32.97532015, 2.3333E+00, 1.3333E-03,
17:45:32.97537015, 2.6667E+00,-1.3333E-03,
17:45:32.97542015, 2.0000E+00, 1.3333E-03,
17:45:32.97547015, 2.6667E+00, 2.6667E-03,
17:45:32.97552015, 3.3333E+00, 0.0000E+00,
17:45:32.97557015, 2.3333E+00, 2.6667E-03,
17:45:32.97562015, 3.0000E+00, 0.0000E+00,
17:45:32.97567015, 2.6667E+00,-2.6667E-03,
17:45:32.97572015, 2.6667E+00,-1.3333E-03,
17:45:32.97577015, 3.3333E+00, 0.0000E+00,
17:45:32.97582015, 2.0000E+00, 1.3333E-03,
17:45:32.97587015, 2.3333E+00, 2.6667E-03,
17:45:32.97592015, 2.6667E+00, 0.0000E+00,
17:45:32.97597015, 3.3333E+00, 2.6667E-03,
17:45:32.97602015, 3.3333E+00, 0.0000E+00,
17:45:32.97607015, 2.3333E+00,-2.6667E-03,
17:45:32.97612015, 3.0000E+00, 1.3333E-03,
17:45:32.97617015, 2.6667E+00, 2.6667E-03,
17:45:32.97622015, 2.0000E+00,-1.3333E-03,
17:45:32.97627015, 2.0000E+00, 2.6667E-03,
17:45:32.97632015, 3.0000E+00, 0.0000E+00,
17:45:32.97637015, 2.3333E+00, 2.6667E-03,
17:45:32.97642015, 1.6667E+00, 4.0000E-03,
17:45:32.97647015, 2.3333E+00, 0.0000E+00,
17:45:32.97652015, 2.3333E+00, 1.3333E-03,
17:45:32.97657015, 3.0000E+00, 0.0000E+00,
17:45:32.97662015, 3.0000E+00, 0.0000E+00,
17:45:32.97667015, 3.0000E+00, 1.3333E-03,
17:45:32.97672015, 2.6667E+00,-2.6667E-03,
17:45:32.97677015, 3.0000E+00,-1.3333E-03,
17:45:32.97682015, 2.3333E+00, 0.0000E+00,
17:45:32.97687015, 2.3333E+00, 0.0000E+00,
17:45:32.97692015, 2.6667E+00, 2.6667E-03,
17:45:32.97697015, 2.6667E+00, 5.3333E-03,
17:45:32.97702015, 2.3333E+00, 1.3333E-03,
17:45:32.97707015, 2.6667E+00, 0.0000E+00,
17:45:32.97712015, 2.3333E+00, 0.0000E+00,
17:45:32.97717015, 2.3333E+00,-1.3333E-03,
17:45:32.97722015, 2.0000E+00, 2.6667E-03,
17:45:32.97727015, 2.6667E+00,-1.3333E-03,
17:45:32.97732015, 2.3333E+00,-1.3333E-03,
17:45:32.97737015, 2.6667E+00,-1.3333E-03,
17:45:32.97742015, 2.0000E+00, 0.0000E+00,
17:45:32.97747015, 3.6667E+00, 4.0000E-03,
17:45:32.97752015, 2.3333E+00,-1.3333E-03,
17:45:32.97757015, 2.6667E+00, 1.3333E-03,
17:45:32.97762015, 2.3333E+00,-4.0000E-03,
17:45:32.97767015, 3.3333E+00, 2.6667E-03,
17:45:32.97772015, 3.0000E+00, 0.0000E+00,
17:45:32.97777015, 3.0000E+00, 1.3333E-03,
17:45:32.97782015, 2.6667E+00, 0.0000E+00,
17:45:32.97787015, 2.6667E+00,-1.3333E-03,
17:45:32.97792015, 2.3333E+00, 0.0000E+00,
17:45:32.97797015, 2.3333E+00, 0.0000E+00,
17:45:32.97802015, 2.0000E+00, 0.0000E+00,
17:45:32.97807015, 2.3333E+00, 4.0000E-03,
17:45:32.97812015, 3.0000E+00, 0.0000E+00,
17:45:32.97817015, 2.3333E+00, 5.3333E-03,
17:45:32.97822015, 3.0000E+00, 0.0000E+00,
17:45:32.97827015, 3.0000E+00, 0.0000E+00,
17:45:32.97832015, 2.3333E+00, 0.0000E+00,
17:45:32.97837015, 2.6667E+00, 1.3333E-03,
17:45:32.97842015, 2.6667E+00, 1.3333E-03,
17:45:32.97847015, 2.6667E+00,-1.3333E-03,
17:45:32.97852015, 3.0000E+00, 0.0000E+00,
17:45:32.97857015, 3.3333E+00, 1.3333E-03,
17:45:32.97862015, 3.0000E+00, 2.6667E-03,
17:45:32.97867015, 2.0000E+00, 1.3333E-03,
17:45:32.97872015, 3.3333E+00, 0.0000E+00,
17:45:32.97877015, 2.6667E+00, 0.0000E+00,
17:45:32.97882015, 2.0000E+00, 1.3333E-03,
17:45:32.97887015, 2.6667E+00, 0.0000E+00,
17:45:32.97892015, 2.6667E+00, 1.3333E-03,
17:45:32.97897015, 2.6667E+00,-1.3333E-03,
17:45:32.97902015, 2.6667E+00, 0.0000E+00,
17:45:32.97907015, 2.3333E+00, 0.0000E+00,
17:45:32.97912015, 3.0000E+00,-1.3333E-03,
17:45:32.97917015, 2.3333E+00,-1.3333E-03,
17:45:32.97922015, 2.3333E+00,-1.3333E-03,
