Arquivo,Vg,Vds,Ids
MOSX1_VG80000.CSV,7.9767345,0.005133339999999999,1.6566680000000003
MOSX1_VG80001.CSV,7.9763,0.044133370000000005,4.689335999999999
MOSX1_VG80004.CSV,7.9893015,0.07746689000000001,7.845998499999999
MOSX1_VG80006.CSV,7.985964999999998,0.112600385,10.686015000000003
MOSX1_VG80007.CSV,7.986701492537313,0.15602014925373134,14.140004975124379
MOSX1_VG80008.CSV,7.9848741293532335,0.19330019900497514,17.330034825870644
MOSX1_VG80009.CSV,7.9838005,0.22673360000000004,20.488699999999998
MOSX1_VG80010.CSV,7.9827705,0.26980004999999996,23.741345000000003
MOSX1_VG80011.CSV,7.980699500000001,0.31199999999999994,26.8767
MOSX1_VG80012.CSV,7.973098500000001,0.34600125000000004,29.770655
MOSX1_VG80014.CSV,7.9790685,0.38493375,32.95
MOSX1_VG80017.CSV,7.9873685,0.42753325000000003,36.10941
MOSX1_VG80018.CSV,7.986533333333334,0.4669986567164179,39.00107960199005
MOSX1_VG80019.CSV,7.9848055,0.50286665,41.946605
MOSX1_VG80020.CSV,7.9846354999999996,0.54573325,44.76464500000001
MOSX1_VG80021.CSV,7.98437,0.58813355,47.62601000000001
MOSX1_VG80022.CSV,7.982597000000001,0.6231326500000001,50.489995
MOSX1_VG80024.CSV,7.981126368159204,0.6656050746268657,53.0686815920398
MOSX1_VG80026.CSV,8.0096695,0.7154001,55.816
MOSX1_VG80027.CSV,7.980367164179105,0.7505154726368158,58.447069651741295
MOSX1_VG80028.CSV,7.9816685000000005,0.78593335,60.765280000000004
MOSX1_VG80029.CSV,7.995131999999999,0.9189329,68.37799999999999
MOSX1_VG80030.CSV,7.9837335000000005,1.045536,75.13669
MOSX1_VG80032.CSV,7.9729635000000005,1.1843299999999999,81.526145
MOSX1_VG80033.CSV,7.971026999999999,1.3194655,87.211345
MOSX1_VG80035.CSV,7.9795985,1.4586655000000002,92.50531
MOSX1_VG80036.CSV,7.9884005,1.6005340000000001,97.23332
