Arquivo,Vg,Vds,Ids
MOS2_OUTPUT0000.CSV,4.498103482587065,0.08563897014925374,5.866667164179105
MOS2_OUTPUT0001.CSV,4.49406119402985,0.18062985074626867,11.393074626865673
MOS2_OUTPUT0002.CSV,4.532605472636816,0.25943611940298505,17.063427860696518
MOS2_OUTPUT0003.CSV,2.4874965174129353,0.39635139303482586,1.4573781094527363
MOS2_OUTPUT0004.CSV,4.526169154228856,0.42620213930348255,27.994009950248753
MOS2_OUTPUT0005.CSV,4.443382587064677,0.5117741791044775,33.08989054726368
MOS2_OUTPUT0006.CSV,4.495907462686566,0.6007951741293532,38.22289552238806
MOS2_OUTPUT0007.CSV,4.540230845771144,0.6933996517412936,43.25508457711443
MOS2_OUTPUT0008.CSV,4.42407960199005,0.7860699004975124,47.432169154228845
MOS2_OUTPUT0009.CSV,4.468120895522389,0.8661360696517413,51.83614427860696
MOS2_OUTPUT0010.CSV,4.80112935323383,0.947131094527363,57.658378109452734
MOS2_OUTPUT0011.CSV,4.440862686567164,1.0398746268656718,60.12933333333333
MOS2_OUTPUT0012.CSV,4.57439552238806,1.1373751243781096,64.69451243781096
MOS2_OUTPUT0013.CSV,4.551909452736319,1.2212253731343283,68.13794029850746
MOS2_OUTPUT0014.CSV,4.4915293532338305,1.317744776119403,71.35985074626865
MOS2_OUTPUT0015.CSV,4.7016890547263674,1.4299850746268659,75.8925671641791
MOS2_OUTPUT0016.CSV,4.418974129353233,1.5236487562189052,77.1946616915423
MOS2_OUTPUT0017.CSV,4.493454228855721,1.6016577114427861,80.63282089552239
MOS2_OUTPUT0018.CSV,4.482247263681592,1.701232338308458,83.17541791044778
