Iteracao	Timestamp	Corrente_Set (A)	NanoVolt (V)	Corrente_Calculada (A)	Agilent (V)	Tempo_Ciclo (s)
0	17:14:35.808925	0.0	-4.4540122e-07	-0.003711676833333333	-8.1584e-05	2.0484
1	17:14:42.867910	1.0	8.72266028e-05	0.7268883566666666	0.013632405	2.0531
2	17:14:49.911032	2.0	0.000192786518	1.6065543166666667	0.030208366	2.0369
3	17:14:57.020241	3.0	0.000299455121	2.495459341666667	0.046922906	2.0751
4	17:15:04.089730	4.0	0.000403868032	3.3655669333333336	0.063397474	2.0641
5	17:15:11.147677	5.0	0.000536350451	4.469587091666667	0.08432026	2.0519
6	17:15:18.205910	6.0	0.000642292948	5.352441233333334	0.10120777	2.0517
7	17:15:25.297757	7.0	0.000748963566	6.2413630499999995	0.1183969	2.0836
8	17:15:32.342928	8.0	0.000851776418	7.098136816666667	0.13707861	2.0384
9	17:15:39.403779	9.0	0.000958037974	7.983649783333333	0.15235654	2.0430
10	17:15:46.447627	10.0	0.0010883307	9.0694225	0.17395952	2.0378
