Arquivo,Vg,Vds,Ids
I2CT_VG07_0002.CSV,6.972001999999998,1.0213375999999998,2.0186699999999997
I2CT_VG07_0003.CSV,6.9797392156862745,1.0928103921568628,2.1359470588235294
I2CT_VG07_0004.CSV,6.973338,1.211998,2.3386700000000005
I2CT_VG07_0006.CSV,6.985332,1.3359939999999997,2.490672
I2CT_VG07_0007.CSV,6.966009803921569,1.443137254901961,2.538560784313726
I2CT_VG07_0008.CSV,6.967991999999999,1.5533339999999998,2.3413300000000006
I2CT_VG07_0009.CSV,6.984002,1.6506620000000003,2.162666
I2CT_VG07_0012.CSV,6.969335999999999,1.729312,2.6373359999999995
I2CT_VG07_0013.CSV,6.97467,1.8146639999999998,2.4026680000000002
I2CT_VG07_0014.CSV,6.972674,1.9133319999999998,2.4186640000000006
I2CT_VG07_0015.CSV,6.968666,2.033338,2.151994
I2CT_VG07_0018.CSV,6.989336000000001,2.129336,2.706664000000001
I2CT_VG07_0019.CSV,7.000658823529412,2.219601960784314,2.797386274509804
I2CT_VG07_0020.CSV,6.990005999999999,2.3413299999999997,2.6773359999999995
I2CT_VG07_0021.CSV,7.007994000000001,2.417336,3.013336
I2CT_VG07_0022.CSV,7.017332,2.4506740000000002,2.877336
I2CT_VG07_0023.CSV,7.007839215686275,2.5398725490196075,2.8732019607843142
I2CT_VG07_0024.CSV,7.021562745098038,2.6614392156862747,2.8705901960784317
I2CT_VG07_0026.CSV,6.975325999999999,2.761336,2.6613320000000003
I2CT_VG07_0027.CSV,6.9693380000000005,2.892004,2.6106660000000006
I2CT_VG07_0029.CSV,6.99933,2.9800020000000003,2.6960059999999997
I2CT_VG07_0031.CSV,7.004001999999999,3.057356,2.78934
I2CT_VG07_0032.CSV,7.00067,3.1280019999999995,2.9946659999999996
I2CT_VG07_0033.CSV,6.998666000000002,3.2373420000000004,2.9946660000000005
I2CT_VG07_0034.CSV,7.000656862745098,3.3372509803921564,2.9725490196078432
I2CT_VG07_0035.CSV,6.973860784313725,3.4666705882352944,2.9307117647058822
I2CT_VG07_0035.CSV,6.973860784313725,3.4666705882352944,2.9307117647058822
I2CT_VG07_0037.CSV,7.003323999999999,3.6786620000000005,3.0506759999999997
I2CT_VG07_0038.CSV,7.0086699999999995,3.766662,3.0586639999999994
I2CT_VG07_0039.CSV,6.994000000000001,3.8360060000000002,3.056012
I2CT_VG07_0040.CSV,6.992156862745098,3.9490176470588234,2.9986941176470587
I2CT_VG07_0041.CSV,6.9800059999999995,4.066676,2.8853340000000003
I2CT_VG07_0042.CSV,7.003996,4.146664,2.946674
I2CT_VG07_0044.CSV,6.998668,4.2493419999999995,2.885332
I2CT_VG07_0045.CSV,6.9980020000000005,4.367998000000001,2.930662
