Vds,Ids (Vg=5.0V),Ids (Vg=7.0V),Ids (Vg=9.0V),Ids (Vg=12.9V),Ids (Vg=14.9V)
4.686833333333333,,,28.034482587064677,,
4.693998507462687,,5.549919900497512,,,
4.711212,0.1196661649999999,,,,
4.725115920398009,,,28.018597014925376,,
4.742090049751243,,5.560196019900498,,,
4.755465499999999,0.148666165,,,,
4.777579104477611,,,28.04709950248756,,
4.795553233830845,,5.568825870646766,,,
4.814467,0.127666085,,,,
4.841065174129353,,,28.038825870646768,,
4.843185572139303,,5.688887562189054,,,
4.858439303482587,0.144941447761194,,,,
4.874093532338309,,,26.85537810945274,,
4.890412437810946,,5.5887223880597015,,,
4.9134005,0.1323327349999999,,,,
4.925841293532338,,,26.83580099502488,,
4.946135820895523,,5.588719900497512,,,
4.9630695000000005,0.11499938,,,,
4.993248756218905,,5.432505472636815,,,
5.002130845771143,0.1592031592039801,,,,
5.172802985074626,,,27.17141293532338,,
5.245826368159205,,5.482916915422885,,,
5.256657500000001,0.1373328499999999,,,,
5.418709950248756,,,27.18499004975124,,
5.490481094527364,,5.481592039800996,,,
5.504543283582089,0.144609631840796,,,,
5.665878109452736,,,27.250009950248756,,
5.736849253731342,,5.4938611940298525,,,
5.7565325,0.135999545,,,,
5.926963184079603,,,27.313079601990047,,
5.985672636815921,,5.487890547263681,,,
6.001064179104477,0.1349913830845771,,,,
6.169418407960199,,5.468654726368158,,,
6.171874626865672,,,26.93099502487562,,
6.245040796019901,0.1386396019900497,,,,
6.421160696517413,,,26.90877114427861,,
6.483381592039802,,5.808628358208955,,,
6.4973305,0.1409994399999999,,,,
6.663480099502488,,,27.013601990049757,,
6.731944278606966,,5.362519900497513,,,
6.745207462686568,0.138971223880597,,,,
