Vds,Ids (Vg=2.5V)_x,Ids (Vg=2.5V)_y,Ids (Vg=3.0V),Ids (Vg=4.0V),Ids (Vg=6.0V),Ids (Vg=8.0V),Ids (Vg=10.0V),Ids (Vg=12.0V),Ids (Vg=15.0V)
1.1431537313432836,,1.4709887064676617,,,,,,,
1.1480940298507465,,,,,77.27416915422886,,,,
1.1480940298507465,,,,,77.27416915422886,,,,
1.1488552238805971,,,12.530661691542289,,,,,,
1.1619203980099504,,,,63.04210945273632,,,,,
1.161989054726368,,,,,,,,81.64343781094527,
1.164312437810945,,,,,,,81.37473134328357,,
1.164974129353234,,,,,,,,,81.97514925373133
1.174457711442786,1.4122734328358206,,,,,,,,
1.1817616915422884,,,,,,81.17215422885573,,,
1.187062686567164,,1.437815223880597,,,,,,,
1.200726865671642,,,,64.01660199004975,,,,,
1.203646766169154,,,12.71471144278607,,,,,,
1.2101482587064674,,,,,,,,83.93858208955223,
1.211209950248756,,,,,,,83.72639800995026,,
1.2121383084577113,,,,,,,,,84.15740298507463
1.2189004975124378,,,,,,83.23181094527364,,,
1.2264014925373132,1.682258208955224,,,,,,,,
1.2318398009950249,,,,,81.4322935323383,,,,
1.2375437810945271,,,,66.36353233830845,,,,,
1.2395378109452737,,,12.660029850746268,,,,,,
1.246037313432836,,1.4278651243781095,,,,,,,
1.2605298507462686,,,,,,85.24907462686566,,,
1.2623562189054724,,,,,,,,85.86237810945272,
1.2632164179104477,,,,,,,,,86.1724328358209
1.2638139303482585,,,,,,,85.48923383084579,,
1.267194527363184,1.3956870149253728,,,,,,,,
1.278776616915423,,,,,83.6975422885572,,,,
1.278776616915423,,,,,83.6975422885572,,,,
1.2909363184079603,,1.462691194029851,,,,,,,
1.2961855721393032,,,,67.72062189054726,,,,,
1.3003592039800995,,,12.777756218905472,,,,,,
1.3013522388059702,,,,,,,87.48425373134327,,
1.303144776119403,,,,,,,,,88.00331343283581
1.3038109452736315,,,,,,,,87.81264179104478,
1.31293184079602,,,,,,87.07591542288556,,,
1.3199935323383087,,,,69.37709950248755,,,,,
1.3205975124378109,1.4567155721393037,,,,,,,,
1.338107960199005,,1.4162581592039805,,,,,,,
1.344275124378109,,,12.850776119402983,,,,,,
1.3487915422885572,,,,,,,89.24378606965172,,
1.3492567164179106,,,,,,,,89.51077114427859,
1.350047263681592,,,,,,,,,89.88060199004977
1.3671661691542287,,,,,,88.89415920398011,,,
1.375389054726368,,,,70.7183880597015,,,,,
1.3756243781094526,,,,,87.26167661691541,,,,
1.3756243781094526,,,,,87.26167661691541,,,,
1.375655223880597,1.7074616915422884,,,,,,,,
1.3909781094527365,,1.4527412935323385,,,,,,,
1.3975447761194029,,,13.37144278606965,,,,,,
1.401989552238806,,,,,,,91.15909452736317,,
1.403518905472637,,,,,,,,,91.6036119402985
1.40371592039801,,,,,,,,91.34147761194028,
1.4155880597014925,,,,,,90.72971144278608,,,
1.428401990049751,1.6769462686567165,,,,,,,,
1.434294527363184,,,,72.03852736318409,,,,,
1.4392781094527365,,,,,,,,93.06300497512436,
1.4398104477611942,,1.4477669651741294,,,,,,,
1.4427238805970146,,,,,,,,,93.40461691542288
1.4427880597014926,,,,,,,92.69485074626866,,
1.4494925373134329,,,13.014910447761196,,,,,,
1.4608636815920395,,,,,,92.39666169154228,,,
1.4663402985074627,,,,73.34323880597015,,,,,
1.4724716417910446,,,,,90.84581094527364,,,,
1.4724716417910446,,,,,90.84581094527364,,,,
1.4724716417910446,,,,,90.84581094527364,,,,
1.4755567164179104,1.4281953233830844,,,,,,,,
1.489416417910448,,,13.048069651741296,,,,,,
1.4903452736318408,,1.534007462686567,,,,,,,
1.494395024875622,,,,,,,94.44780597014928,,
1.4944597014925372,,,,,,,,94.64853731343284,
1.4949223880597016,,,,,,,,,94.92383084577116
1.5107671641791047,,,,,,94.0577064676617,,,
1.5107671641791047,,,,,,94.0577064676617,,,
1.5278960199004976,1.416916069651741,,,,,,,,
1.5332671641791042,,,,73.74591542288557,,,,,
1.540763184079602,,1.494203731343284,,,,,,,
1.5463985074626865,,,,,,,,96.28195024875622,
1.5467333333333335,,,,,,,,,96.578776119403
1.5489850746268656,,,13.109462686567165,,,,,,
1.5492502487562188,,,,,,,95.94032835820896,,
