Arquivo,Vg,Vds,Ids
SICCT_VG9_0000.CSV,8.982666,0.26266674,2.2186660000000002
SICCT_VG9_0001.CSV,8.992666,0.16266668000000004,2.1999980000000003
SICCT_VG9_0004.CSV,9.026135294117648,0.20653531372549017,2.504572549019608
SICCT_VG9_0005.CSV,9.030703921568627,0.29803758823529414,2.3790803921568626
SICCT_VG9_0006.CSV,9.032658,0.3693322,2.442672
SICCT_VG9_0007.CSV,9.029324,0.4453332,2.4266640000000006
SICCT_VG9_0008.CSV,9.021984,0.5693334,2.4666680000000003
SICCT_VG9_0009.CSV,9.030707843137256,0.6797386274509805,2.449674509803922
SICCT_VG9_0010.CSV,9.027988,0.790667,2.3813320000000004
SICCT_VG9_0011.CSV,9.03199,0.9053334,2.341332
SICCT_VG9_0012.CSV,9.02743137254902,0.963401568627451,2.3424843137254907
SICCT_VG9_0013.CSV,9.02874117647059,1.0405339215686276,2.2771215686274515
SICCT_VG9_0014.CSV,9.03789019607843,1.173856862745098,2.3764745098039217
SICCT_VG9_0019.CSV,8.96601568627451,1.2692803921568627,2.2771274509803923
SICCT_VG9_0021.CSV,8.974517647058823,1.367323529411765,2.3790862745098043
SICCT_VG9_0023.CSV,9.00979411764706,1.4745117647058823,2.40523137254902
SICCT_VG9_0026.CSV,9.016976470588235,1.5856235294117649,2.4653627450980395
SICCT_VG9_0027.CSV,9.017986,1.6906620000000003,2.533332
SICCT_VG9_0028.CSV,9.00848431372549,1.7555392156862748,2.598694117647059
SICCT_VG9_0029.CSV,9.016982352941177,1.8522882352941177,2.690192156862746
SICCT_VG9_0030.CSV,9.012411764705881,1.9594823529411765,2.7346411764705882
SICCT_VG9_0031.CSV,9.020252941176471,2.0901921568627455,2.894117647058824
SICCT_VG9_0032.CSV,9.017641176470589,2.1673196078431376,2.9699372549019607
SICCT_VG9_0033.CSV,9.018654,2.2840000000000003,3.149336
SICCT_VG9_0034.CSV,9.019984,2.38,3.1440040000000007
SICCT_VG9_0035.CSV,9.01044705882353,2.4444470588235294,3.2836607843137258
SICCT_VG9_0037.CSV,8.996078431372549,2.5660117647058827,3.3333431372549023
SICCT_VG9_0038.CSV,9.00522156862745,2.6784313725490194,3.450996078431373
SICCT_VG9_0039.CSV,9.01399,2.758672,3.493346
SICCT_VG9_0045.CSV,9.011101960784313,2.873203921568628,3.6235313725490195
SICCT_VG9_0046.CSV,9.017314,2.967998,3.712006
SICCT_VG9_0047.CSV,9.009141176470587,3.054909803921568,3.796080392156862
SICCT_VG9_0049.CSV,9.011752941176471,3.111117647058824,3.9346411764705884
SICCT_VG9_0050.CSV,9.019324,3.241328,4.09867
SICCT_VG9_0052.CSV,8.966002,3.355996,4.170668000000001
SICCT_VG9_0053.CSV,8.95933,-0.01999986,1.7040079999999997
SICCT_VG9_0054.CSV,8.970590196078431,3.5725431372549017,4.4941176470588236
SICCT_VG9_0055.CSV,8.956207843137255,3.6771235294117646,4.637909803921569
SICCT_VG9_0057.CSV,9.01829019607843,3.7542450980392155,4.813072549019608
SICCT_VG9_0058.CSV,9.027433333333333,3.8470627450980395,4.9594764705882355
SICCT_VG9_0059.CSV,9.03789411764706,3.9333352941176476,5.066658823529412
SICCT_VG9_0061.CSV,9.037892156862744,4.02744705882353,5.1607803921568625
SICCT_VG9_0062.CSV,9.034627450980391,4.118954901960784,5.252286274509805
SICCT_VG9_0063.CSV,9.037241176470589,4.245752941176471,5.414380392156864
SICCT_VG9_0066.CSV,9.022858823529411,4.369933333333334,5.453598039215688
SICCT_VG9_0067.CSV,9.025986,4.452016,5.55733
SICCT_VG9_0068.CSV,9.019982,4.533328,5.682665999999999
SICCT_VG9_0069.CSV,9.017637254901961,4.613068627450979,5.843135294117648
SICCT_VG9_0075.CSV,9.003258823529412,4.701964705882354,5.827452941176471
SICCT_VG9_0076.CSV,9.004570588235294,4.854903921568628,5.9633980392156865
SICCT_VG9_0078.CSV,9.023328,4.947994,6.167986000000001
SICCT_VG9_0079.CSV,9.033984,5.0399959999999995,6.231996000000001
SICCT_VG9_0081.CSV,9.02482156862745,5.1254784313725485,6.358164705882352
SICCT_VG9_0082.CSV,9.025319999999999,5.219998,6.456
SICCT_VG9_0084.CSV,9.02665,5.310666,6.594663999999999
SICCT_VG9_0085.CSV,9.035935294117648,5.423529411764706,6.7503215686274505
SICCT_VG9_0086.CSV,9.033318000000001,5.53733,6.8426599999999995
SICCT_VG9_0087.CSV,8.98823725490196,5.6418333333333335,6.661439215686274
SICCT_VG9_0088.CSV,8.989541176470588,5.755550980392156,6.941180392156862
SICCT_VG9_0089.CSV,9.030701960784313,5.836619607843136,7.257523529411767
SICCT_VG9_0090.CSV,9.033321568627452,5.915045098039216,7.34117254901961
